,sub_id,status,dates
13729,854,canceled,2021-12
13730,362,active,2021-07
13731,529,canceled,2021-07
13732,361,active,2021-04
13734,829,active,2020-06
13735,969,canceled,2020-10
13736,854,active,2021-02
13737,1077,active,2021-03
13738,53,active,2020-05
13739,602,active,2020-09
13740,1049,active,2021-06
13741,783,active,2020-10
13742,802,active,2020-11
13743,941,canceled,2021-07
13744,807,active,2020-11
13745,9,active,2020-12
13747,188,active,2021-11
13748,92,active,2021-02
13749,411,active,2021-07
13750,133,canceled,2021-07
13751,878,active,2021-04
13752,24,canceled,2021-10
13753,407,canceled,2020-09
13755,845,active,2021-06
13758,676,canceled,2020-09
13759,846,canceled,2021-01
13760,173,active,2020-01
13763,563,canceled,2021-04
13764,29,active,2020-05
13765,273,active,2021-10
13766,1008,active,2020-07
13767,639,active,2021-02
13768,184,canceled,2021-12
13770,328,active,2020-06
13771,161,canceled,2021-03
13773,775,active,2021-01
13774,135,active,2020-08
13775,1025,active,2020-01
13776,416,canceled,2020-06
13777,593,active,2020-01
13778,21,active,2020-03
13779,798,canceled,2021-06
13780,54,active,2021-06
13781,156,canceled,2021-07
13782,752,canceled,2020-06
13783,236,canceled,2021-08
13784,49,active,2021-03
13785,121,canceled,2020-11
13787,449,canceled,2020-12
13788,754,active,2020-02
13789,12,canceled,2020-09
13790,707,canceled,2020-03
13791,676,active,2021-05
13792,511,canceled,2021-01
13793,326,canceled,2021-03
13794,784,canceled,2021-05
13795,373,canceled,2021-06
13796,10,canceled,2020-05
13797,32,canceled,2020-06
13799,112,active,2020-04
13800,1005,active,2021-05
13801,436,canceled,2020-05
13802,215,active,2020-02
13803,323,canceled,2020-01
13804,1087,active,2021-01
13805,714,active,2021-06
13806,764,canceled,2021-06
13807,1033,canceled,2020-09
13808,19,active,2020-02
13809,695,canceled,2021-07
13810,643,canceled,2020-01
13811,935,canceled,2021-10
13812,1000,canceled,2020-12
13813,831,active,2020-06
13814,684,active,2020-12
13815,824,canceled,2021-02
13817,703,active,2020-01
13818,933,active,2021-02
13819,468,canceled,2020-04
13821,574,canceled,2021-10
13822,433,canceled,2020-12
13823,166,canceled,2021-12
13824,465,canceled,2021-03
13825,584,canceled,2021-04
13826,609,canceled,2021-06
13827,1043,active,2020-11
13829,1096,active,2021-11
13831,307,canceled,2020-03
13832,943,canceled,2021-04
13833,230,canceled,2021-09
13834,187,canceled,2020-03
13836,503,active,2021-03
13837,687,canceled,2021-04
13838,727,active,2021-08
13839,235,canceled,2021-09
13840,571,canceled,2021-01
13842,931,canceled,2021-11
13843,832,active,2021-03
13845,235,active,2021-11
13846,106,canceled,2021-06
13847,755,active,2021-10
13848,436,active,2021-12
13849,215,canceled,2020-04
13850,215,active,2021-01
13851,848,active,2020-02
13852,203,active,2020-02
13853,823,canceled,2020-04
13854,647,active,2021-03
13855,401,canceled,2020-11
13856,551,active,2020-03
13857,780,canceled,2020-05
13858,476,active,2020-12
13859,915,active,2021-05
13860,627,canceled,2020-04
13861,674,canceled,2021-10
13862,302,canceled,2020-10
13863,514,canceled,2021-08
13865,204,active,2021-03
13867,627,active,2021-09
13868,63,canceled,2020-01
13869,667,canceled,2021-03
13870,63,active,2020-07
13871,274,active,2020-03
13872,534,active,2020-11
13873,536,active,2020-02
13874,73,active,2021-04
13875,138,canceled,2020-04
13876,81,canceled,2021-12
13877,55,active,2020-07
13878,159,canceled,2021-02
13881,810,active,2021-11
13882,948,canceled,2020-07
13883,855,canceled,2020-10
13884,365,active,2020-07
13885,586,active,2021-08
13886,872,canceled,2021-02
13887,688,canceled,2020-01
13888,633,active,2021-06
13889,926,active,2021-11
13890,231,canceled,2020-10
13891,1098,active,2020-06
13892,318,canceled,2021-12
13893,447,canceled,2021-04
13894,281,active,2021-05
13895,557,active,2021-02
13896,285,active,2020-05
13897,509,canceled,2021-08
13899,1095,canceled,2021-06
13900,955,active,2021-01
13902,898,active,2021-11
13904,309,active,2020-08
13905,851,active,2021-08
13906,876,active,2021-09
13907,825,active,2021-10
13908,78,canceled,2021-10
13909,886,active,2021-01
13910,825,active,2020-12
13911,820,canceled,2021-07
13913,179,active,2021-07
13914,577,canceled,2021-11
13915,176,canceled,2021-04
13917,755,active,2021-02
13918,434,canceled,2020-05
13919,899,canceled,2021-05
13920,441,canceled,2021-06
13925,231,active,2020-11
13927,314,canceled,2020-08
13929,172,active,2021-08
13931,468,active,2020-12
13933,974,active,2021-10
13934,1023,active,2021-06
13935,743,canceled,2021-05
13938,1050,active,2021-07
13939,957,canceled,2021-04
13940,806,canceled,2021-02
13941,504,active,2020-01
13942,834,active,2021-04
13943,390,canceled,2021-01
13944,582,canceled,2021-04
13945,290,active,2021-02
13946,808,active,2020-05
13947,451,canceled,2021-02
13949,11,active,2021-12
13950,283,active,2020-06
13951,281,active,2020-05
13953,644,canceled,2020-01
13954,717,canceled,2020-11
13955,425,active,2021-02
13956,464,canceled,2021-06
13957,162,canceled,2020-04
13958,206,active,2020-01
13959,365,canceled,2020-12
13960,89,canceled,2021-10
13961,945,canceled,2021-02
13962,924,canceled,2021-10
13963,806,active,2020-02
13964,678,active,2020-08
13966,844,canceled,2020-12
13967,249,canceled,2021-11
13968,1009,active,2020-02
13969,938,canceled,2020-11
13970,1060,active,2020-09
13971,72,canceled,2020-11
13972,541,active,2020-09
13973,447,active,2021-04
13974,433,active,2021-02
13975,1057,canceled,2020-04
13976,877,active,2021-12
13977,371,canceled,2021-09
13979,723,active,2021-12
13980,488,active,2021-08
13982,123,active,2021-11
13983,181,active,2021-02
13984,530,canceled,2021-05
13985,534,canceled,2020-03
13986,962,active,2021-08
13987,485,active,2020-05
13988,31,active,2021-09
13989,306,canceled,2020-04
13990,841,canceled,2020-09
13991,721,active,2020-03
13992,211,canceled,2020-12
13993,284,active,2021-07
13996,751,active,2020-09
13997,286,active,2021-03
14000,436,active,2021-01
14001,440,active,2021-10
14002,208,canceled,2021-11
14003,660,active,2020-12
14004,773,canceled,2020-04
14005,997,canceled,2021-06
14006,66,active,2021-01
14008,1031,canceled,2021-01
14009,82,active,2021-07
14010,523,canceled,2021-02
14011,739,active,2021-09
14012,1090,active,2020-11
14013,834,canceled,2021-04
14015,497,active,2020-07
14016,408,canceled,2020-11
14017,987,active,2021-04
14018,408,active,2021-10
14019,669,active,2020-07
14020,259,active,2020-11
14021,709,canceled,2021-03
14022,124,canceled,2020-06
14023,158,active,2021-09
14024,845,active,2021-02
14026,459,canceled,2021-02
14027,737,active,2021-09
14028,321,canceled,2020-06
14030,619,canceled,2021-05
14031,228,canceled,2021-04
14032,82,active,2020-01
14033,623,active,2020-12
14035,586,canceled,2021-03
14036,486,canceled,2020-05
14037,748,canceled,2021-02
14038,177,canceled,2020-01
14039,68,canceled,2021-06
14041,752,canceled,2021-03
14042,869,active,2021-07
14045,849,active,2021-10
14046,963,active,2020-07
14047,285,canceled,2020-09
14048,565,active,2020-04
14050,645,active,2020-08
14051,73,canceled,2021-03
14054,647,active,2021-09
14055,276,canceled,2021-01
14056,944,canceled,2021-03
14057,830,canceled,2021-10
14058,424,canceled,2020-08
14059,663,active,2020-05
14060,883,canceled,2021-06
14062,1080,active,2020-03
14063,760,canceled,2021-02
14064,307,canceled,2021-04
14065,245,canceled,2020-01
14066,541,active,2020-07
14067,6,canceled,2020-10
14068,162,active,2020-10
14069,414,canceled,2021-12
14070,11,active,2020-05
14071,828,canceled,2021-02
14072,766,active,2021-11
14073,587,active,2020-10
14074,196,canceled,2020-11
14075,1072,canceled,2021-07
14076,560,active,2020-12
14077,115,canceled,2021-11
14078,826,canceled,2021-02
14079,907,canceled,2021-10
14080,562,canceled,2021-05
14082,673,active,2020-07
14083,124,canceled,2020-09
14084,1019,canceled,2021-02
14085,861,active,2020-03
14086,908,canceled,2021-11
14087,40,active,2021-08
14088,391,canceled,2020-04
14089,476,canceled,2020-02
14090,318,active,2021-03
14091,1071,active,2021-08
14092,215,active,2021-10
14093,483,active,2020-10
14094,990,active,2020-12
14095,415,active,2021-02
14096,323,canceled,2020-09
14097,251,active,2020-05
14098,822,canceled,2020-11
14099,527,canceled,2021-02
14100,805,active,2020-12
14101,679,active,2020-07
14102,668,active,2020-05
14103,614,canceled,2021-11
14104,116,canceled,2021-02
14108,498,canceled,2021-08
14109,630,active,2021-07
14110,161,active,2020-06
14111,717,active,2021-03
14112,974,canceled,2021-01
14113,51,active,2020-04
14114,914,active,2021-09
14115,260,canceled,2021-04
14116,208,active,2021-02
14118,154,canceled,2021-08
14119,848,active,2021-08
14120,142,canceled,2020-10
14121,503,active,2021-06
14122,779,active,2021-01
14124,702,active,2020-05
14125,913,active,2021-03
14126,111,canceled,2020-08
14128,280,canceled,2020-07
14129,34,canceled,2020-05
14130,569,active,2021-12
14131,849,canceled,2021-12
14132,120,canceled,2021-12
14133,135,canceled,2021-05
14134,300,active,2021-04
14135,554,canceled,2021-02
14136,1027,canceled,2020-12
14137,1072,canceled,2021-02
14138,870,canceled,2021-12
14139,747,active,2020-05
14140,439,canceled,2021-04
14141,126,canceled,2020-07
14142,516,canceled,2021-03
14143,815,active,2021-07
14144,192,active,2020-05
14145,67,canceled,2020-11
14146,735,canceled,2021-09
14147,914,active,2021-07
14148,929,active,2021-08
14149,857,active,2021-09
14150,718,canceled,2020-12
14151,917,active,2021-08
14152,595,canceled,2021-06
14153,67,canceled,2021-07
14155,316,canceled,2020-03
14156,124,canceled,2020-12
14157,270,canceled,2020-11
14158,877,canceled,2020-07
14159,336,canceled,2020-03
14160,265,canceled,2020-11
14161,635,active,2020-09
14162,294,canceled,2021-01
14163,232,active,2021-04
14164,1035,active,2021-08
14166,645,active,2021-07
14168,306,active,2021-07
14169,410,active,2021-05
14170,190,canceled,2021-05
14171,219,active,2021-07
14173,403,canceled,2021-04
14174,53,canceled,2021-11
14175,1032,active,2021-09
14176,521,canceled,2020-08
14177,412,active,2021-05
14178,341,active,2020-10
14179,782,canceled,2020-09
14180,391,canceled,2020-10
14181,1059,active,2020-05
14182,4,canceled,2021-09
14183,1059,canceled,2020-11
14184,74,canceled,2021-10
14185,997,canceled,2021-03
14186,67,active,2020-07
14187,597,active,2020-06
14188,489,canceled,2021-04
14189,832,canceled,2021-07
14190,593,canceled,2021-02
14191,749,canceled,2020-07
14192,774,active,2021-01
14193,162,canceled,2020-02
14195,777,active,2020-09
14196,401,canceled,2021-08
14197,518,canceled,2021-03
14198,856,active,2021-01
14203,368,active,2020-10
14204,230,active,2020-03
14205,367,active,2021-04
14206,261,active,2021-10
14207,885,canceled,2020-10
14208,223,canceled,2020-02
14209,934,active,2020-02
14210,427,active,2020-11
14211,536,active,2021-01
14212,497,active,2020-11
14213,386,active,2021-11
14214,577,active,2020-09
14216,990,canceled,2021-08
14217,9,canceled,2020-09
14218,1074,active,2020-10
14219,321,canceled,2020-06
14221,450,canceled,2021-01
14222,730,active,2021-12
14223,215,active,2020-06
14224,407,canceled,2020-11
14225,660,canceled,2021-08
14226,584,active,2020-12
14228,390,canceled,2020-05
14229,1038,active,2021-12
14230,86,active,2020-11
14231,488,canceled,2021-04
14232,613,canceled,2021-05
14233,977,active,2020-08
14234,870,active,2020-05
14235,408,active,2021-09
14237,681,active,2020-04
14238,138,active,2020-10
14239,307,canceled,2021-09
14241,368,active,2020-07
14242,924,active,2021-09
14245,301,active,2020-04
14246,188,active,2020-09
14247,784,canceled,2020-09
14248,493,canceled,2020-12
14249,463,canceled,2021-01
14250,683,canceled,2021-07
14251,295,canceled,2021-07
14252,372,canceled,2021-03
14253,550,canceled,2021-03
14256,79,canceled,2020-04
14257,528,active,2021-12
14258,903,active,2020-05
14259,99,canceled,2020-06
14260,356,canceled,2020-07
14261,216,active,2021-07
14262,838,active,2021-04
14263,595,canceled,2020-07
14264,802,active,2020-07
14265,43,canceled,2021-06
14266,686,active,2020-08
14267,516,active,2021-08
14269,482,active,2020-09
14270,548,canceled,2020-02
14271,445,active,2021-02
14272,455,canceled,2021-06
14274,600,active,2021-01
14275,105,active,2021-09
14276,151,canceled,2020-10
14277,595,active,2021-06
14278,1026,active,2021-02
14280,462,canceled,2020-12
14281,242,active,2021-04
14284,678,canceled,2020-02
14285,355,canceled,2021-07
14286,174,active,2020-10
14287,748,active,2021-08
14288,221,active,2020-08
14289,237,active,2020-04
14290,844,active,2020-09
14292,840,active,2020-02
14294,333,canceled,2020-07
14295,784,active,2020-05
14296,276,active,2020-03
14297,840,canceled,2021-02
14298,10,canceled,2020-08
14299,1053,active,2020-11
14300,231,canceled,2020-06
14301,926,canceled,2020-03
14302,665,canceled,2021-08
14304,762,canceled,2021-07
14305,24,canceled,2021-10
14307,274,canceled,2021-06
14308,232,active,2021-07
14309,602,canceled,2021-11
14310,777,active,2021-07
14311,880,active,2020-01
14312,205,canceled,2021-07
14313,690,canceled,2021-04
14314,228,active,2020-08
14315,768,active,2021-01
14316,390,active,2020-10
14317,21,active,2021-04
14318,1085,canceled,2021-05
14319,490,canceled,2021-07
14321,407,canceled,2021-06
14322,543,canceled,2020-04
14323,783,canceled,2020-10
14324,795,active,2021-05
14325,219,canceled,2020-02
14326,304,active,2021-08
14327,612,canceled,2020-05
14328,96,canceled,2020-05
14329,1058,canceled,2020-05
14331,68,active,2020-06
14333,388,active,2020-07
14334,48,active,2021-03
14336,818,canceled,2021-07
14337,54,active,2020-07
14339,1022,canceled,2021-08
14340,166,active,2020-02
14341,732,canceled,2021-05
14342,955,canceled,2020-09
14343,219,active,2021-11
14344,934,active,2021-02
14345,638,canceled,2021-07
14346,472,active,2020-08
14347,789,canceled,2020-07
14348,659,canceled,2021-12
14349,832,active,2021-07
14350,85,active,2020-06
14351,74,canceled,2020-03
14352,4,active,2020-11
14353,321,active,2020-03
14355,972,active,2020-03
14357,809,active,2021-12
14358,938,active,2020-08
14359,1055,active,2021-11
14360,895,canceled,2021-11
14361,116,active,2021-02
14363,282,active,2021-05
14364,262,canceled,2021-08
14365,241,canceled,2021-04
14366,346,active,2020-08
14367,708,canceled,2020-11
14368,488,canceled,2021-04
14369,613,canceled,2021-07
14370,577,active,2021-03
14371,459,active,2020-07
14372,67,canceled,2020-01
14373,546,active,2021-09
14374,345,canceled,2020-04
14375,1057,active,2020-08
14376,286,canceled,2021-12
14377,600,active,2020-12
14379,488,canceled,2020-09
14381,650,active,2020-03
14382,831,canceled,2021-09
14384,1052,canceled,2021-09
14385,344,canceled,2021-10
14386,874,canceled,2021-01
14387,606,active,2020-06
14388,13,active,2021-11
14390,930,canceled,2021-01
14391,825,canceled,2021-04
14392,1026,canceled,2020-04
14393,6,active,2020-11
14394,439,active,2021-05
14396,807,active,2021-12
14397,626,canceled,2021-06
14399,116,canceled,2021-12
14400,867,active,2020-12
14402,588,canceled,2021-12
14403,480,canceled,2021-12
14404,69,canceled,2021-01
14405,64,canceled,2021-06
14407,182,canceled,2021-03
14408,1000,active,2020-10
14409,1017,canceled,2020-01
14410,42,active,2021-07
14411,1087,canceled,2020-05
14412,690,canceled,2021-02
14413,382,canceled,2020-05
14414,119,active,2020-02
14415,97,canceled,2021-09
14416,1084,canceled,2021-01
14417,838,active,2021-01
14419,916,canceled,2021-06
14420,780,active,2021-08
14421,777,canceled,2021-09
14422,848,canceled,2020-08
14423,521,active,2020-10
14424,385,active,2020-03
14425,1046,canceled,2021-10
14426,608,active,2021-03
14429,904,active,2021-07
14430,716,canceled,2021-01
14431,598,canceled,2020-12
14432,944,active,2021-10
14434,93,active,2021-07
14435,447,active,2020-02
14436,956,active,2020-05
14437,282,canceled,2021-08
14438,624,canceled,2021-04
14439,240,canceled,2020-12
14441,183,active,2021-04
14442,143,canceled,2021-10
14443,28,active,2021-09
14444,446,active,2020-06
14445,1004,active,2021-04
14446,880,canceled,2021-04
14447,318,canceled,2021-04
14448,614,canceled,2021-10
14450,614,active,2020-09
14451,749,canceled,2021-02
14452,778,active,2021-07
14453,667,active,2021-07
14454,636,canceled,2020-03
14455,970,active,2021-08
14458,230,active,2020-07
14459,388,canceled,2021-02
14461,370,active,2021-06
14462,395,active,2020-09
14463,958,active,2021-09
14464,318,canceled,2020-03
14465,1065,active,2021-10
14466,364,canceled,2021-07
14467,138,active,2021-09
14469,903,active,2021-10
14470,119,active,2021-10
14471,266,canceled,2020-08
14473,747,canceled,2021-03
14474,190,active,2021-12
14476,193,active,2020-01
14477,355,active,2021-12
14478,1,canceled,2021-08
14479,910,canceled,2021-10
14480,175,canceled,2021-07
14482,634,canceled,2020-04
14483,466,active,2021-09
14484,518,canceled,2021-02
14485,973,active,2020-01
14486,840,active,2020-12
14487,984,canceled,2020-07
14488,669,canceled,2021-08
14489,267,active,2021-04
14490,1005,canceled,2021-09
14492,572,canceled,2021-01
14495,1030,canceled,2021-12
14496,367,active,2021-09
14497,146,active,2021-12
14498,167,canceled,2020-05
14499,444,active,2020-04
14500,811,canceled,2020-04
14501,214,canceled,2020-09
14502,33,canceled,2021-08
14503,889,canceled,2021-11
14505,649,canceled,2020-06
14507,304,canceled,2021-07
14509,214,canceled,2020-10
14510,89,canceled,2021-09
14511,750,canceled,2020-04
14512,87,canceled,2020-10
14513,68,canceled,2021-01
14514,436,canceled,2021-05
14515,430,canceled,2021-02
14517,485,canceled,2021-07
14518,846,active,2021-06
14519,319,canceled,2021-01
14520,1035,active,2021-06
14521,171,canceled,2020-02
14522,62,canceled,2020-11
14523,1021,active,2021-04
14524,60,active,2020-12
14526,583,canceled,2020-04
14528,1031,canceled,2021-01
14529,90,canceled,2021-03
14530,621,active,2021-04
14531,600,active,2021-06
14532,437,canceled,2020-11
14533,114,canceled,2021-12
14534,569,active,2021-09
14535,47,canceled,2021-03
14536,441,active,2020-01
14538,185,canceled,2020-11
14539,494,canceled,2021-05
14541,417,active,2021-04
14542,365,active,2021-03
14544,733,canceled,2021-03
14545,196,canceled,2021-01
14546,537,canceled,2021-01
14547,400,canceled,2021-06
14549,937,active,2021-07
14550,483,canceled,2021-10
14551,502,active,2021-11
14552,937,canceled,2021-08
14553,822,canceled,2021-03
14554,723,canceled,2021-06
14555,530,canceled,2021-03
14556,608,active,2021-06
14557,382,active,2021-08
14559,316,canceled,2021-08
14561,1054,active,2020-11
14562,1059,canceled,2020-12
14563,233,canceled,2020-11
14564,762,active,2021-08
14565,959,active,2020-01
14566,253,active,2020-12
14568,88,active,2021-01
14569,954,active,2021-01
14570,831,canceled,2021-06
14571,607,canceled,2021-01
14572,857,active,2021-03
14573,1002,canceled,2020-02
14574,953,active,2021-01
14575,930,active,2021-07
14576,207,canceled,2020-12
14577,533,canceled,2021-02
14578,373,active,2021-06
14579,703,active,2021-02
14580,565,active,2020-04
14581,173,active,2021-06
14582,548,canceled,2021-09
14583,649,canceled,2021-09
14584,618,active,2020-02
14586,155,canceled,2020-07
14587,769,canceled,2021-01
14588,389,canceled,2020-11
14589,694,active,2021-08
14591,1043,active,2021-01
14592,723,active,2020-05
14593,1093,canceled,2021-10
14594,1097,canceled,2020-06
14595,364,canceled,2020-04
14596,712,active,2021-03
14597,99,active,2020-06
14598,733,active,2021-12
14599,882,active,2020-02
14600,548,active,2020-04
14601,349,active,2021-09
14602,641,canceled,2021-08
14605,16,active,2020-11
14607,982,active,2021-09
14608,1074,active,2021-04
14610,865,active,2021-08
14611,781,canceled,2020-01
14612,238,canceled,2021-07
14614,636,active,2021-06
14615,408,canceled,2020-08
14616,587,canceled,2021-07
14617,992,canceled,2020-04
14618,185,canceled,2021-11
14620,827,active,2021-03
14621,400,canceled,2020-10
14622,30,canceled,2021-06
14623,37,canceled,2021-12
14624,95,active,2020-07
14625,1011,active,2021-09
14626,366,active,2021-03
14627,1090,active,2021-01
14628,268,canceled,2021-04
14629,489,canceled,2021-04
14630,65,active,2021-11
14631,225,canceled,2021-10
14633,552,canceled,2020-09
14634,733,canceled,2020-07
14635,956,canceled,2020-11
14637,623,active,2021-01
14638,1044,canceled,2020-07
14639,411,canceled,2020-01
14640,539,active,2020-07
14642,813,canceled,2020-12
14643,121,active,2021-08
14644,1062,canceled,2020-10
14645,626,active,2021-06
14646,249,active,2020-03
14648,290,canceled,2021-12
14649,767,canceled,2020-10
14651,575,canceled,2021-12
14652,102,canceled,2020-11
14653,972,canceled,2020-02
14655,92,canceled,2021-06
14656,997,active,2020-10
14658,220,active,2020-05
14659,272,active,2020-12
14660,816,canceled,2020-04
14662,697,canceled,2020-10
14663,26,active,2020-02
14664,565,canceled,2021-09
14665,154,active,2021-04
14666,766,active,2021-08
14667,660,canceled,2020-11
14668,340,active,2020-12
14671,946,active,2021-03
14672,509,active,2020-09
14674,311,canceled,2021-07
14675,1049,active,2021-09
14676,867,canceled,2021-09
14677,846,canceled,2020-08
14678,504,canceled,2021-04
14679,438,active,2020-10
14680,234,active,2020-08
14681,339,active,2020-02
14682,312,canceled,2021-09
14683,791,canceled,2021-04
14684,412,canceled,2021-09
14688,223,canceled,2020-01
14689,851,canceled,2021-02
14690,582,active,2020-09
14691,317,active,2021-06
14692,116,canceled,2020-09
14693,9,canceled,2021-07
14694,446,canceled,2021-05
14695,919,canceled,2020-12
14697,1093,canceled,2021-11
14698,133,active,2021-04
14699,474,canceled,2021-04
14700,408,active,2020-02
14701,887,active,2020-12
14702,462,canceled,2021-12
14704,153,active,2021-01
14705,558,active,2021-11
14706,889,canceled,2020-05
14707,904,active,2021-09
14709,2,active,2020-05
14710,699,active,2020-12
14711,374,active,2021-07
14712,893,canceled,2020-10
14713,179,canceled,2021-03
14714,418,active,2020-07
14715,930,active,2020-05
14716,79,active,2021-11
14717,716,active,2020-06
14718,179,active,2021-07
14719,819,active,2021-08
14720,468,active,2021-10
14722,601,active,2021-10
14723,137,canceled,2021-06
14724,1009,active,2021-07
14725,343,active,2020-07
14728,88,canceled,2021-05
14729,723,active,2020-01
14730,108,canceled,2020-12
14731,107,active,2021-11
14732,1059,canceled,2021-08
14733,430,active,2021-08
14734,636,active,2021-11
14737,599,active,2020-07
14738,990,active,2020-06
14739,544,canceled,2021-08
14740,484,active,2020-10
14741,463,canceled,2021-09
14742,770,canceled,2021-07
14743,1064,canceled,2020-12
14744,613,canceled,2021-12
14745,98,canceled,2021-05
14746,104,canceled,2021-10
14747,1063,active,2021-07
14748,510,canceled,2021-09
14749,377,active,2021-04
14750,315,canceled,2021-03
14751,38,active,2021-11
14753,579,canceled,2021-10
14754,64,active,2020-08
14755,615,canceled,2021-09
14756,617,active,2021-05
14757,414,active,2021-10
14758,584,active,2021-02
14759,23,active,2020-03
14761,1086,canceled,2020-05
14762,60,active,2021-12
14763,335,canceled,2021-01
14765,821,active,2021-07
14766,222,active,2021-04
14768,1081,canceled,2020-11
14769,581,active,2020-11
14771,268,active,2021-07
14772,287,canceled,2020-11
14773,987,canceled,2020-04
14774,985,canceled,2020-05
14775,586,canceled,2021-03
14776,337,active,2021-02
14778,671,canceled,2020-05
14779,915,canceled,2020-04
14780,103,active,2021-08
14781,105,active,2020-05
14782,133,active,2020-11
14783,257,active,2021-04
14784,438,canceled,2020-05
14785,253,canceled,2020-05
14787,90,active,2020-11
14789,499,canceled,2021-05
14790,980,active,2021-10
14791,1050,canceled,2020-08
14792,601,active,2021-11
14793,837,canceled,2020-11
14794,913,active,2021-09
14796,345,active,2021-06
14797,977,canceled,2021-01
14799,482,canceled,2020-05
14800,290,canceled,2021-11
14801,5,active,2021-04
14802,1006,active,2020-06
14803,382,active,2021-06
14804,971,active,2021-07
14805,663,active,2020-07
14806,512,active,2021-11
14807,420,canceled,2021-08
14808,864,canceled,2021-06
14809,16,canceled,2020-02
14810,1035,canceled,2021-01
14811,549,active,2021-02
14812,996,active,2021-09
14813,880,canceled,2021-11
14814,632,active,2021-10
14815,521,active,2020-05
14816,550,canceled,2021-05
14817,628,canceled,2020-06
14818,897,active,2021-02
14819,441,active,2021-03
14820,466,canceled,2020-04
14821,362,active,2021-07
14822,635,canceled,2021-05
14823,165,active,2021-01
14824,378,canceled,2021-11
14825,47,canceled,2020-11
14826,680,active,2021-02
14827,557,canceled,2020-12
14828,202,canceled,2020-06
14829,1027,active,2020-12
14830,363,active,2021-03
14831,1028,active,2021-12
14832,920,canceled,2021-07
14833,754,active,2021-07
14834,980,canceled,2020-10
14835,275,canceled,2020-10
14838,235,active,2021-05
14839,453,canceled,2020-10
14841,77,canceled,2020-01
14842,481,active,2020-06
14843,932,canceled,2020-09
14844,731,active,2021-06
14845,421,active,2021-07
14846,757,active,2020-11
14848,334,canceled,2021-12
14849,1082,canceled,2021-04
14850,215,canceled,2021-08
14851,740,canceled,2021-10
14852,774,canceled,2021-04
14853,734,active,2021-06
14854,576,active,2020-05
14855,1095,active,2021-05
14857,1028,active,2021-11
14858,774,canceled,2021-10
14859,253,canceled,2021-12
14860,141,active,2021-10
14861,641,canceled,2021-10
14862,135,active,2021-04
14863,323,canceled,2021-11
14864,520,active,2020-12
14865,745,active,2020-03
14867,1049,canceled,2021-02
14868,211,active,2021-04
14869,738,active,2020-05
14870,77,active,2021-11
14871,781,active,2020-05
14874,517,canceled,2020-04
14875,548,active,2021-12
14876,1084,active,2021-07
14877,972,canceled,2020-03
14878,617,active,2020-01
14879,91,active,2021-04
14880,624,active,2021-12
14881,839,canceled,2020-12
14882,955,canceled,2020-02
14883,838,active,2020-04
14884,867,canceled,2021-12
14885,198,canceled,2021-02
14886,412,active,2020-05
14887,771,canceled,2021-07
14888,359,active,2021-07
14889,507,canceled,2021-12
14890,416,active,2020-04
14891,614,active,2020-05
14892,826,canceled,2020-10
14893,662,active,2021-10
14894,782,canceled,2020-11
14896,462,active,2021-06
14897,44,active,2020-07
14898,80,canceled,2021-06
14899,574,canceled,2020-07
14900,112,active,2021-07
14901,121,active,2021-11
14904,93,active,2020-10
14905,1043,canceled,2020-02
14906,75,active,2021-05
14907,811,canceled,2021-03
14908,652,canceled,2021-09
14910,737,active,2021-10
14912,784,active,2021-11
14913,34,active,2020-02
14914,1090,canceled,2021-05
14916,530,active,2021-11
14917,929,canceled,2021-09
14918,193,canceled,2021-03
14919,1090,canceled,2020-01
14921,53,active,2020-06
14922,153,canceled,2020-04
14923,906,canceled,2021-04
14924,325,active,2020-04
14925,268,canceled,2021-03
14926,79,canceled,2021-06
14928,429,active,2020-10
14930,383,active,2021-05
14931,539,canceled,2020-01
14932,709,canceled,2021-09
14933,492,active,2020-06
14934,569,canceled,2020-10
14935,85,canceled,2020-11
14936,67,canceled,2021-01
14937,609,canceled,2020-11
14938,896,canceled,2021-12
14939,1036,canceled,2021-01
14940,1079,canceled,2020-04
14941,570,active,2021-11
14943,519,active,2021-02
14945,793,active,2020-09
14946,681,canceled,2021-03
14948,839,active,2020-07
14949,650,canceled,2020-12
14950,86,active,2021-05
14951,1035,active,2021-12
14952,1067,canceled,2020-07
14953,178,active,2020-01
14954,920,active,2020-09
14955,207,active,2020-08
14956,205,active,2021-04
14957,972,active,2021-06
14958,586,active,2021-10
14959,287,canceled,2021-10
14960,969,active,2020-08
14961,777,active,2021-01
14962,466,canceled,2021-05
14963,599,active,2021-11
14964,510,active,2020-04
14965,111,canceled,2020-09
14966,594,canceled,2020-11
14967,853,canceled,2021-09
14968,645,active,2020-06
14970,491,active,2021-07
14971,735,active,2020-07
14972,52,canceled,2020-03
14973,63,active,2021-07
14974,342,canceled,2021-12
14975,535,active,2021-12
14977,269,canceled,2020-11
14978,1017,active,2020-06
14981,693,canceled,2021-02
14983,731,canceled,2021-10
14984,591,active,2021-06
14985,423,active,2021-04
14986,939,canceled,2020-11
14987,356,canceled,2020-08
14988,203,canceled,2020-09
14989,2,canceled,2021-06
14990,415,canceled,2020-11
14991,379,canceled,2021-09
14992,740,canceled,2021-01
14993,898,active,2021-04
14995,686,active,2021-03
14996,773,active,2021-10
14997,268,canceled,2021-08
14998,901,active,2020-07
14999,783,canceled,2020-09
