dates,sub_id,status,months_since_first_subscription,active_months,canceled_months,months_since_status_change,confirmed_bookings
2021-01-01,488,canceled,7,6,6,2,0
2021-02-01,488,canceled,8,6,7,3,0
2021-03-01,488,active,9,7,7,1,1
2021-04-01,488,active,10,8,7,2,2
2021-05-01,488,active,11,9,7,3,3
2021-06-01,488,active,12,10,7,4,3
2021-07-01,488,active,13,11,7,5,0
2021-08-01,488,active,14,12,7,6,0
2021-09-01,488,active,15,13,7,7,0
2021-10-01,488,active,16,14,7,8,0
2021-11-01,488,active,17,15,7,9,0
2020-01-01,489,active,0,1,0,,42
2020-02-01,489,active,1,2,0,,30
2020-03-01,489,active,2,3,0,,6
2020-04-01,489,active,3,4,0,,0
2020-05-01,489,canceled,4,4,1,1,8
2020-06-01,489,canceled,5,4,2,2,5
2020-07-01,489,canceled,6,4,3,3,5
2020-08-01,489,active,7,5,3,1,2
2020-09-01,489,active,8,6,3,2,0
2020-10-01,489,active,9,7,3,3,1
2020-11-01,489,active,10,8,3,4,0
2020-12-01,489,active,11,9,3,5,0
2021-01-01,489,active,12,10,3,6,2
2021-02-01,489,active,13,11,3,7,0
2021-03-01,489,canceled,14,11,4,1,1
2021-04-01,489,canceled,15,11,5,2,3
2021-05-01,489,canceled,16,11,6,3,8
2021-06-01,489,canceled,17,11,7,4,9
2021-07-01,489,canceled,18,11,8,5,0
2021-08-01,489,canceled,19,11,9,6,0
2021-09-01,489,canceled,20,11,10,7,0
2021-10-01,489,canceled,21,11,11,8,0
2021-11-01,489,active,22,12,11,1,0
2021-12-01,489,active,23,13,11,2,0
2020-02-01,490,active,0,1,0,,24
2020-03-01,490,active,1,2,0,,4
2020-04-01,490,active,2,3,0,,2
2020-05-01,490,active,3,4,0,,5
2020-06-01,490,active,4,5,0,,7
2020-07-01,490,canceled,5,5,1,1,5
2020-08-01,490,canceled,6,5,2,2,2
2020-09-01,490,active,7,6,2,1,2
2020-10-01,490,active,8,7,2,2,1
2020-11-01,490,active,9,8,2,3,2
2020-12-01,490,active,10,9,2,4,0
2021-01-01,490,active,11,10,2,5,2
2021-02-01,490,active,12,11,2,6,1
2021-03-01,490,active,13,12,2,7,0
2021-04-01,490,active,14,13,2,8,0
2021-05-01,490,active,15,14,2,9,3
2021-06-01,490,active,16,15,2,10,5
2021-07-01,490,canceled,17,15,3,1,0
2021-08-01,490,active,18,16,3,1,0
2021-09-01,490,active,19,17,3,2,0
2021-10-01,490,canceled,20,17,4,1,0
2021-11-01,490,active,21,18,4,1,0
2021-12-01,490,canceled,22,18,5,1,0
2020-01-01,491,active,0,1,0,,39
2020-02-01,491,active,1,2,0,,17
2020-03-01,491,canceled,2,2,1,1,2
2020-04-01,491,canceled,3,2,2,2,2
2020-05-01,491,canceled,4,2,3,3,8
2020-06-01,491,canceled,5,2,4,4,5
2020-07-01,491,canceled,6,2,5,5,2
2020-08-01,491,canceled,7,2,6,6,3
2020-09-01,491,canceled,8,2,7,7,5
2020-10-01,491,canceled,9,2,8,8,1
2020-11-01,491,active,10,3,8,1,1
2020-12-01,491,active,11,4,8,2,0
2021-01-01,491,canceled,12,4,9,1,2
2021-02-01,491,canceled,13,4,10,2,1
2021-03-01,491,canceled,14,4,11,3,2
2021-04-01,491,canceled,15,4,12,4,2
2021-05-01,491,canceled,16,4,13,5,2
2021-06-01,491,canceled,17,4,14,6,4
2021-07-01,491,active,18,5,14,1,0
2021-08-01,491,active,19,6,14,2,0
2021-09-01,491,active,20,7,14,3,0
2021-10-01,491,active,21,8,14,4,0
2021-11-01,491,active,22,9,14,5,0
2021-12-01,491,active,23,10,14,6,0
2020-02-01,492,canceled,,0,1,,27
2020-03-01,492,canceled,,0,2,,5
2020-04-01,492,canceled,,0,3,,1
2020-05-01,492,canceled,,0,4,,2
2020-06-01,492,active,0,1,4,1,5
2020-07-01,492,active,1,2,4,2,2
2020-08-01,492,active,2,3,4,3,4
2020-09-01,492,active,3,4,4,4,4
2020-10-01,492,active,4,5,4,5,1
2020-11-01,492,active,5,6,4,6,1
2020-12-01,492,active,6,7,4,7,1
2021-01-01,492,active,7,8,4,8,0
2021-02-01,492,active,8,9,4,9,3
2021-03-01,492,active,9,10,4,10,2
2021-04-01,492,canceled,10,10,5,1,3
2021-05-01,492,canceled,11,10,6,2,3
2021-06-01,492,canceled,12,10,7,3,4
2021-07-01,492,canceled,13,10,8,4,0
2021-08-01,492,canceled,14,10,9,5,0
2021-09-01,492,canceled,15,10,10,6,0
2021-10-01,492,canceled,16,10,11,7,0
2021-11-01,492,active,17,11,11,1,0
2021-12-01,492,active,18,12,11,2,0
2020-03-01,493,canceled,,0,1,,3
2020-04-01,493,canceled,,0,2,,2
2020-05-01,493,canceled,,0,3,,3
2020-06-01,493,canceled,,0,4,,6
2020-07-01,493,canceled,,0,5,,3
2020-08-01,493,canceled,,0,6,,1
2020-09-01,493,canceled,,0,7,,0
2020-10-01,493,canceled,,0,8,,3
2020-11-01,493,active,0,1,8,1,0
2020-12-01,493,canceled,1,1,9,1,0
2021-01-01,493,canceled,2,1,10,2,0
2021-02-01,493,canceled,3,1,11,3,3
2021-03-01,493,canceled,4,1,12,4,0
2021-04-01,493,canceled,5,1,13,5,2
2021-05-01,493,canceled,6,1,14,6,4
2021-06-01,493,canceled,7,1,15,7,6
2021-07-01,493,canceled,8,1,16,8,0
2021-08-01,493,canceled,9,1,17,9,0
2021-09-01,493,canceled,10,1,18,10,0
2021-10-01,493,canceled,11,1,19,11,0
2021-11-01,493,canceled,12,1,20,12,0
2021-12-01,493,active,13,2,20,1,0
2020-03-01,494,active,0,1,0,,4
2020-04-01,494,active,1,2,0,,2
2020-05-01,494,active,2,3,0,,1
2020-06-01,494,canceled,3,3,1,1,4
2020-07-01,494,active,4,4,1,1,0
2020-08-01,494,canceled,5,4,2,1,2
2020-09-01,494,canceled,6,4,3,2,0
2020-10-01,494,canceled,7,4,4,3,1
2020-11-01,494,canceled,8,4,5,4,1
2020-12-01,494,canceled,9,4,6,5,1
2021-01-01,494,canceled,10,4,7,6,3
2021-02-01,494,canceled,11,4,8,7,0
2021-03-01,494,canceled,12,4,9,8,1
2021-04-01,494,active,13,5,9,1,2
2021-05-01,494,active,14,6,9,2,6
2021-06-01,494,active,15,7,9,3,8
2021-07-01,494,active,16,8,9,4,0
2021-08-01,494,active,17,9,9,5,0
2021-09-01,494,active,18,10,9,6,0
2021-10-01,494,canceled,19,10,10,1,0
2021-11-01,494,canceled,20,10,11,2,0
2020-01-01,495,active,0,1,0,,39
2020-02-01,495,active,1,2,0,,37
2020-03-01,495,active,2,3,0,,4
2020-04-01,495,active,3,4,0,,1
2020-05-01,495,canceled,4,4,1,1,5
2020-06-01,495,canceled,5,4,2,2,6
2020-07-01,495,canceled,6,4,3,3,3
2020-08-01,495,canceled,7,4,4,4,1
2020-09-01,495,active,8,5,4,1,1
2020-10-01,495,active,9,6,4,2,0
2020-11-01,495,active,10,7,4,3,0
2020-12-01,495,active,11,8,4,4,0
2021-01-01,495,canceled,12,8,5,1,1
2021-02-01,495,canceled,13,8,6,2,2
2021-03-01,495,canceled,14,8,7,3,2
2021-04-01,495,canceled,15,8,8,4,3
2021-05-01,495,canceled,16,8,9,5,4
2021-06-01,495,active,17,9,9,1,7
2021-07-01,495,active,18,10,9,2,0
2021-08-01,495,active,19,11,9,3,0
2021-09-01,495,active,20,12,9,4,0
2020-01-01,496,active,0,1,0,,42
2020-02-01,496,active,1,2,0,,29
2020-03-01,496,active,2,3,0,,5
2020-04-01,496,active,3,4,0,,1
2020-05-01,496,active,4,5,0,,8
2020-06-01,496,active,5,6,0,,5
2020-07-01,496,active,6,7,0,,4
2020-08-01,496,active,7,8,0,,1
2020-09-01,496,active,8,9,0,,0
2020-10-01,496,canceled,9,9,1,1,4
2020-11-01,496,canceled,10,9,2,2,1
2020-12-01,496,canceled,11,9,3,3,0
2021-01-01,496,canceled,12,9,4,4,1
2021-02-01,496,canceled,13,9,5,5,3
2021-03-01,496,canceled,14,9,6,6,2
2021-04-01,496,canceled,15,9,7,7,2
2021-05-01,496,canceled,16,9,8,8,4
2021-06-01,496,canceled,17,9,9,9,6
2021-07-01,496,active,18,10,9,1,0
2021-08-01,496,active,19,11,9,2,0
2021-09-01,496,active,20,12,9,3,0
2021-10-01,496,active,21,13,9,4,0
2021-11-01,496,active,22,14,9,5,0
2021-12-01,496,active,23,15,9,6,0
2020-01-01,497,active,0,1,0,,44
2020-02-01,497,active,1,2,0,,28
2020-03-01,497,active,2,3,0,,2
2020-04-01,497,active,3,4,0,,1
2020-05-01,497,active,4,5,0,,4
2020-06-01,497,canceled,5,5,1,1,5
2020-07-01,497,canceled,6,5,2,2,4
2020-08-01,497,canceled,7,5,3,3,3
2020-09-01,497,canceled,8,5,4,4,0
2020-10-01,497,canceled,9,5,5,5,3
2020-11-01,497,canceled,10,5,6,6,1
2020-12-01,497,canceled,11,5,7,7,1
2021-01-01,497,canceled,12,5,8,8,1
2021-02-01,497,active,13,6,8,1,1
2021-03-01,497,active,14,7,8,2,2
2021-04-01,497,active,15,8,8,3,0
2021-05-01,497,active,16,9,8,4,7
2021-06-01,497,canceled,17,9,9,1,9
2021-07-01,497,canceled,18,9,10,2,0
2021-08-01,497,active,19,10,10,1,0
2021-09-01,497,active,20,11,10,2,0
2021-10-01,497,active,21,12,10,3,0
2021-11-01,497,active,22,13,10,4,0
2021-12-01,497,canceled,23,13,11,1,0
2020-01-01,498,canceled,,0,1,,43
2020-02-01,498,canceled,,0,2,,28
2020-03-01,498,canceled,,0,3,,6
2020-04-01,498,canceled,,0,4,,1
2020-05-01,498,canceled,,0,5,,6
2020-06-01,498,canceled,,0,6,,2
2020-07-01,498,active,0,1,6,1,2
2020-08-01,498,active,1,2,6,2,5
2020-09-01,498,active,2,3,6,3,0
2020-10-01,498,canceled,3,3,7,1,2
2020-11-01,498,canceled,4,3,8,2,0
2020-12-01,498,canceled,5,3,9,3,0
2021-01-01,498,active,6,4,9,1,1
2021-02-01,498,canceled,7,4,10,1,0
2021-03-01,498,active,8,5,10,1,1
2021-04-01,498,active,9,6,10,2,1
2021-05-01,498,active,10,7,10,3,9
2021-06-01,498,canceled,11,7,11,1,7
2021-07-01,498,canceled,12,7,12,2,0
2021-08-01,498,canceled,13,7,13,3,0
2021-09-01,498,canceled,14,7,14,4,0
2021-10-01,498,canceled,15,7,15,5,0
2021-11-01,498,active,16,8,15,1,0
2021-12-01,498,canceled,17,8,16,1,0
2020-01-01,499,active,0,1,0,,40
2020-02-01,499,active,1,2,0,,26
2020-03-01,499,active,2,3,0,,1
2020-04-01,499,active,3,4,0,,3
2020-05-01,499,active,4,5,0,,3
2020-06-01,499,active,5,6,0,,3
2020-07-01,499,active,6,7,0,,5
2020-08-01,499,active,7,8,0,,1
2020-09-01,499,active,8,9,0,,2
2020-10-01,499,canceled,9,9,1,1,0
2020-11-01,499,active,10,10,1,1,1
2020-12-01,499,active,11,11,1,2,2
2021-01-01,499,active,12,12,1,3,3
2021-02-01,499,active,13,13,1,4,0
2021-03-01,499,active,14,14,1,5,4
2021-04-01,499,active,15,15,1,6,0
2021-05-01,499,canceled,16,15,2,1,8
2021-06-01,499,canceled,17,15,3,2,8
2021-07-01,499,canceled,18,15,4,3,0
2021-08-01,499,active,19,16,4,1,0
2021-09-01,499,canceled,20,16,5,1,0
2021-10-01,499,active,21,17,5,1,0
2021-11-01,499,active,22,18,5,2,0
2020-03-01,500,canceled,,0,1,,5
2020-04-01,500,canceled,,0,2,,1
2020-05-01,500,canceled,,0,3,,6
2020-06-01,500,canceled,,0,4,,1
2020-07-01,500,canceled,,0,5,,4
2020-08-01,500,canceled,,0,6,,3
2020-09-01,500,canceled,,0,7,,0
2020-10-01,500,canceled,,0,8,,2
2020-11-01,500,canceled,,0,9,,1
2020-12-01,500,canceled,,0,10,,0
2021-01-01,500,canceled,,0,11,,2
2021-02-01,500,canceled,,0,12,,0
2021-03-01,500,canceled,,0,13,,5
2021-04-01,500,canceled,,0,14,,1
2021-05-01,500,canceled,,0,15,,6
2021-06-01,500,canceled,,0,16,,4
2021-07-01,500,canceled,,0,17,,0
2021-08-01,500,active,0,1,17,1,0
2021-09-01,500,active,1,2,17,2,0
2021-10-01,500,canceled,2,2,18,1,0
2021-11-01,500,canceled,3,2,19,2,0
2020-01-01,501,active,0,1,0,,35
2020-02-01,501,active,1,2,0,,31
2020-03-01,501,active,2,3,0,,1
2020-04-01,501,active,3,4,0,,0
2020-05-01,501,active,4,5,0,,3
2020-06-01,501,active,5,6,0,,5
2020-07-01,501,active,6,7,0,,3
2020-08-01,501,active,7,8,0,,1
2020-09-01,501,active,8,9,0,,3
2020-10-01,501,active,9,10,0,,2
2020-11-01,501,active,10,11,0,,0
2020-12-01,501,active,11,12,0,,0
2021-01-01,501,active,12,13,0,,2
2021-02-01,501,active,13,14,0,,1
2021-03-01,501,canceled,14,14,1,1,3
2021-04-01,501,canceled,15,14,2,2,0
2021-05-01,501,canceled,16,14,3,3,2
2021-06-01,501,active,17,15,3,1,7
2021-07-01,501,active,18,16,3,2,0
2021-08-01,501,canceled,19,16,4,1,0
2021-09-01,501,canceled,20,16,5,2,0
2021-10-01,501,canceled,21,16,6,3,0
2021-11-01,501,canceled,22,16,7,4,0
2020-02-01,502,active,0,1,0,,35
2020-03-01,502,active,1,2,0,,3
2020-04-01,502,active,2,3,0,,1
2020-05-01,502,canceled,3,3,1,1,8
2020-06-01,502,canceled,4,3,2,2,5
2020-07-01,502,canceled,5,3,3,3,6
2020-08-01,502,canceled,6,3,4,4,3
2020-09-01,502,canceled,7,3,5,5,3
2020-10-01,502,canceled,8,3,6,6,2
2020-11-01,502,canceled,9,3,7,7,1
2020-12-01,502,active,10,4,7,1,1
2021-01-01,502,active,11,5,7,2,1
2021-02-01,502,active,12,6,7,3,1
2021-03-01,502,active,13,7,7,4,1
2021-04-01,502,active,14,8,7,5,1
2021-05-01,502,canceled,15,8,8,1,5
2021-06-01,502,canceled,16,8,9,2,7
2021-07-01,502,active,17,9,9,1,0
2021-08-01,502,active,18,10,9,2,0
2021-09-01,502,active,19,11,9,3,0
2021-10-01,502,active,20,12,9,4,0
2021-11-01,502,active,21,13,9,5,0
2021-12-01,502,canceled,22,13,10,1,0
2020-02-01,503,active,0,1,0,,32
2020-03-01,503,active,1,2,0,,6
2020-04-01,503,active,2,3,0,,2
2020-05-01,503,active,3,4,0,,6
2020-06-01,503,active,4,5,0,,3
2020-07-01,503,active,5,6,0,,3
2020-08-01,503,active,6,7,0,,3
2020-09-01,503,active,7,8,0,,1
2020-10-01,503,active,8,9,0,,1
2020-11-01,503,active,9,10,0,,0
2020-12-01,503,active,10,11,0,,1
2021-01-01,503,active,11,12,0,,0
2021-02-01,503,active,12,13,0,,0
2021-03-01,503,active,13,14,0,,1
2021-04-01,503,active,14,15,0,,1
2021-05-01,503,active,15,16,0,,7
2021-06-01,503,active,16,17,0,,9
2021-07-01,503,active,17,18,0,,0
2021-08-01,503,active,18,19,0,,0
2021-09-01,503,active,19,20,0,,0
2021-10-01,503,active,20,21,0,,0
2021-11-01,503,active,21,22,0,,0
2021-12-01,503,active,22,23,0,,0
2020-01-01,504,active,0,1,0,,30
2020-02-01,504,canceled,1,1,1,1,28
2020-03-01,504,canceled,2,1,2,2,4
2020-04-01,504,canceled,3,1,3,3,1
2020-05-01,504,canceled,4,1,4,4,5
2020-06-01,504,canceled,5,1,5,5,3
2020-07-01,504,canceled,6,1,6,6,5
2020-08-01,504,canceled,7,1,7,7,0
2020-09-01,504,canceled,8,1,8,8,2
2020-10-01,504,canceled,9,1,9,9,1
2020-11-01,504,canceled,10,1,10,10,0
2020-12-01,504,canceled,11,1,11,11,4
2021-01-01,504,active,12,2,11,1,1
2021-02-01,504,active,13,3,11,2,1
2021-03-01,504,canceled,14,3,12,1,1
2021-04-01,504,canceled,15,3,13,2,1
2021-05-01,504,canceled,16,3,14,3,6
2021-06-01,504,canceled,17,3,15,4,5
2021-07-01,504,active,18,4,15,1,0
2021-08-01,504,active,19,5,15,2,0
2021-09-01,504,canceled,20,5,16,1,0
2021-10-01,504,canceled,21,5,17,2,0
2021-11-01,504,canceled,22,5,18,3,0
2020-02-01,505,canceled,,0,1,,25
2020-03-01,505,canceled,,0,2,,6
2020-04-01,505,canceled,,0,3,,0
2020-05-01,505,canceled,,0,4,,3
2020-06-01,505,canceled,,0,5,,7
2020-07-01,505,canceled,,0,6,,5
2020-08-01,505,canceled,,0,7,,0
2020-09-01,505,active,0,1,7,1,2
2020-10-01,505,active,1,2,7,2,2
2020-11-01,505,active,2,3,7,3,0
2020-12-01,505,active,3,4,7,4,0
2021-01-01,505,active,4,5,7,5,0
2021-02-01,505,canceled,5,5,8,1,2
2021-03-01,505,canceled,6,5,9,2,0
2021-04-01,505,active,7,6,9,1,3
2021-05-01,505,active,8,7,9,2,11
2021-06-01,505,active,9,8,9,3,4
2021-07-01,505,canceled,10,8,10,1,0
2021-08-01,505,active,11,9,10,1,0
2021-09-01,505,active,12,10,10,2,0
2021-10-01,505,canceled,13,10,11,1,0
2021-11-01,505,canceled,14,10,12,2,0
2021-12-01,505,canceled,15,10,13,3,0
2020-04-01,506,active,0,1,0,,1
2020-05-01,506,active,1,2,0,,2
2020-06-01,506,active,2,3,0,,5
2020-07-01,506,canceled,3,3,1,1,4
2020-08-01,506,canceled,4,3,2,2,2
2020-09-01,506,canceled,5,3,3,3,2
2020-10-01,506,canceled,6,3,4,4,0
2020-11-01,506,canceled,7,3,5,5,1
2020-12-01,506,canceled,8,3,6,6,1
2021-01-01,506,active,9,4,6,1,1
2021-02-01,506,active,10,5,6,2,0
2021-03-01,506,active,11,6,6,3,1
2021-04-01,506,active,12,7,6,4,2
2021-05-01,506,active,13,8,6,5,6
2021-06-01,506,active,14,9,6,6,8
2021-07-01,506,active,15,10,6,7,0
2021-08-01,506,canceled,16,10,7,1,0
2021-09-01,506,canceled,17,10,8,2,0
2021-10-01,506,active,18,11,8,1,0
2021-11-01,506,active,19,12,8,2,0
2021-12-01,506,active,20,13,8,3,0
2020-07-01,507,canceled,,0,1,,1
2020-08-01,507,active,0,1,1,1,2
2020-09-01,507,active,1,2,1,2,1
2020-10-01,507,active,2,3,1,3,1
2020-11-01,507,active,3,4,1,4,2
2020-12-01,507,active,4,5,1,5,0
2021-01-01,507,active,5,6,1,6,0
2021-02-01,507,active,6,7,1,7,1
2021-03-01,507,active,7,8,1,8,1
2021-04-01,507,active,8,9,1,9,0
2021-05-01,507,active,9,10,1,10,10
2021-06-01,507,active,10,11,1,11,7
2021-07-01,507,active,11,12,1,12,0
2021-08-01,507,active,12,13,1,13,0
2021-09-01,507,active,13,14,1,14,0
2021-10-01,507,active,14,15,1,15,0
2021-11-01,507,active,15,16,1,16,0
2021-12-01,507,active,16,17,1,17,0
2020-03-01,508,canceled,,0,1,,3
2020-04-01,508,canceled,,0,2,,0
2020-05-01,508,canceled,,0,3,,7
2020-06-01,508,canceled,,0,4,,5
2020-07-01,508,canceled,,0,5,,1
2020-08-01,508,canceled,,0,6,,3
2020-09-01,508,active,0,1,6,1,0
2020-10-01,508,active,1,2,6,2,1
2020-11-01,508,canceled,2,2,7,1,0
2020-12-01,508,active,3,3,7,1,3
2021-01-01,508,active,4,4,7,2,3
2021-02-01,508,active,5,5,7,3,1
2021-03-01,508,canceled,6,5,8,1,2
2021-04-01,508,canceled,7,5,9,2,2
2021-05-01,508,canceled,8,5,10,3,4
2021-06-01,508,active,9,6,10,1,4
2021-07-01,508,canceled,10,6,11,1,0
2021-08-01,508,canceled,11,6,12,2,0
2020-03-01,509,active,0,1,0,,2
2020-04-01,509,active,1,2,0,,1
2020-05-01,509,canceled,2,2,1,1,6
2020-06-01,509,canceled,3,2,2,2,7
2020-07-01,509,canceled,4,2,3,3,3
2020-08-01,509,canceled,5,2,4,4,2
2020-09-01,509,active,6,3,4,1,0
2020-10-01,509,canceled,7,3,5,1,0
2020-11-01,509,active,8,4,5,1,2
2020-12-01,509,canceled,9,4,6,1,1
2021-01-01,509,canceled,10,4,7,2,1
2021-02-01,509,canceled,11,4,8,3,1
2021-03-01,509,canceled,12,4,9,4,2
2021-04-01,509,canceled,13,4,10,5,2
2021-05-01,509,active,14,5,10,1,5
2021-06-01,509,canceled,15,5,11,1,9
2021-07-01,509,canceled,16,5,12,2,0
2021-08-01,509,canceled,17,5,13,3,0
2021-09-01,509,canceled,18,5,14,4,0
2021-10-01,509,canceled,19,5,15,5,0
2021-11-01,509,canceled,20,5,16,6,0
2021-12-01,509,canceled,21,5,17,7,0
2020-04-01,510,active,0,1,0,,3
2020-05-01,510,active,1,2,0,,5
2020-06-01,510,active,2,3,0,,4
2020-07-01,510,active,3,4,0,,1
2020-08-01,510,canceled,4,4,1,1,1
2020-09-01,510,canceled,5,4,2,2,2
2020-10-01,510,canceled,6,4,3,3,0
2020-11-01,510,canceled,7,4,4,4,2
2020-12-01,510,canceled,8,4,5,5,1
2021-01-01,510,canceled,9,4,6,6,1
2021-02-01,510,canceled,10,4,7,7,3
2021-03-01,510,canceled,11,4,8,8,1
2021-04-01,510,canceled,12,4,9,9,3
2021-05-01,510,canceled,13,4,10,10,1
2021-06-01,510,active,14,5,10,1,5
2021-07-01,510,active,15,6,10,2,0
2021-08-01,510,active,16,7,10,3,0
2021-09-01,510,canceled,17,7,11,1,0
2021-10-01,510,canceled,18,7,12,2,0
2021-11-01,510,canceled,19,7,13,3,0
2021-12-01,510,active,20,8,13,1,0
2020-01-01,511,active,0,1,0,,32
2020-02-01,511,active,1,2,0,,30
2020-03-01,511,canceled,2,2,1,1,5
2020-04-01,511,canceled,3,2,2,2,4
2020-05-01,511,canceled,4,2,3,3,5
2020-06-01,511,canceled,5,2,4,4,3
2020-07-01,511,canceled,6,2,5,5,0
2020-08-01,511,active,7,3,5,1,4
2020-09-01,511,active,8,4,5,2,0
2020-10-01,511,active,9,5,5,3,1
2020-11-01,511,active,10,6,5,4,2
2020-12-01,511,active,11,7,5,5,1
2021-01-01,511,active,12,8,5,6,1
2021-02-01,511,active,13,9,5,7,0
2021-03-01,511,active,14,10,5,8,1
2021-04-01,511,active,15,11,5,9,2
2021-05-01,511,active,16,12,5,10,8
2021-06-01,511,active,17,13,5,11,6
2021-07-01,511,canceled,18,13,6,1,0
2021-08-01,511,canceled,19,13,7,2,0
2021-09-01,511,canceled,20,13,8,3,0
2021-10-01,511,canceled,21,13,9,4,0
2021-11-01,511,active,22,14,9,1,0
2020-01-01,512,active,0,1,0,,31
2020-02-01,512,active,1,2,0,,28
2020-03-01,512,active,2,3,0,,5
2020-04-01,512,active,3,4,0,,1
2020-05-01,512,active,4,5,0,,1
2020-06-01,512,active,5,6,0,,5
2020-07-01,512,active,6,7,0,,5
2020-08-01,512,active,7,8,0,,5
2020-09-01,512,canceled,8,8,1,1,0
2020-10-01,512,canceled,9,8,2,2,1
2020-11-01,512,active,10,9,2,1,0
2020-12-01,512,canceled,11,9,3,1,0
2021-01-01,512,canceled,12,9,4,2,1
2021-02-01,512,canceled,13,9,5,3,2
2021-03-01,512,canceled,14,9,6,4,1
2021-04-01,512,canceled,15,9,7,5,1
2021-05-01,512,canceled,16,9,8,6,6
2021-06-01,512,canceled,17,9,9,7,4
2021-07-01,512,active,18,10,9,1,0
2021-08-01,512,active,19,11,9,2,0
2021-09-01,512,active,20,12,9,3,0
2021-10-01,512,active,21,13,9,4,0
2021-11-01,512,active,22,14,9,5,0
2020-02-01,513,canceled,,0,1,,32
2020-03-01,513,canceled,,0,2,,2
2020-04-01,513,canceled,,0,3,,0
2020-05-01,513,canceled,,0,4,,4
2020-06-01,513,canceled,,0,5,,4
2020-07-01,513,canceled,,0,6,,2
2020-08-01,513,canceled,,0,7,,2
2020-09-01,513,canceled,,0,8,,1
2020-10-01,513,active,0,1,8,1,2
2020-11-01,513,active,1,2,8,2,1
2020-12-01,513,active,2,3,8,3,1
2021-01-01,513,active,3,4,8,4,2
2021-02-01,513,canceled,4,4,9,1,0
2021-03-01,513,canceled,5,4,10,2,3
2021-04-01,513,canceled,6,4,11,3,1
2021-05-01,513,canceled,7,4,12,4,4
2021-06-01,513,active,8,5,12,1,5
2021-07-01,513,canceled,9,5,13,1,0
2021-08-01,513,active,10,6,13,1,0
2021-09-01,513,active,11,7,13,2,0
2021-10-01,513,active,12,8,13,3,0
2021-11-01,513,active,13,9,13,4,0
2021-12-01,513,active,14,10,13,5,0
2020-02-01,514,active,0,1,0,,27
2020-03-01,514,active,1,2,0,,7
2020-04-01,514,active,2,3,0,,1
2020-05-01,514,active,3,4,0,,2
2020-06-01,514,active,4,5,0,,2
2020-07-01,514,active,5,6,0,,2
2020-08-01,514,active,6,7,0,,3
2020-09-01,514,canceled,7,7,1,1,1
2020-10-01,514,canceled,8,7,2,2,1
2020-11-01,514,canceled,9,7,3,3,0
2020-12-01,514,canceled,10,7,4,4,0
2021-01-01,514,active,11,8,4,1,0
2021-02-01,514,active,12,9,4,2,1
2021-03-01,514,canceled,13,9,5,1,1
2021-04-01,514,canceled,14,9,6,2,2
2021-05-01,514,canceled,15,9,7,3,6
2021-06-01,514,active,16,10,7,1,5
2021-07-01,514,canceled,17,10,8,1,0
2021-08-01,514,canceled,18,10,9,2,0
2020-03-01,515,canceled,,0,1,,6
2020-04-01,515,canceled,,0,2,,1
2020-05-01,515,canceled,,0,3,,6
2020-06-01,515,canceled,,0,4,,3
2020-07-01,515,canceled,,0,5,,2
2020-08-01,515,canceled,,0,6,,0
2020-09-01,515,canceled,,0,7,,2
2020-10-01,515,canceled,,0,8,,1
2020-11-01,515,canceled,,0,9,,0
2020-12-01,515,canceled,,0,10,,0
2021-01-01,515,canceled,,0,11,,0
2021-02-01,515,canceled,,0,12,,2
2021-03-01,515,canceled,,0,13,,2
2021-04-01,515,canceled,,0,14,,1
2021-05-01,515,canceled,,0,15,,7
2021-06-01,515,canceled,,0,16,,3
2021-07-01,515,active,0,1,16,1,0
2021-08-01,515,active,1,2,16,2,0
2021-09-01,515,active,2,3,16,3,0
2021-10-01,515,active,3,4,16,4,0
2020-01-01,516,canceled,,0,1,,41
2020-02-01,516,canceled,,0,2,,24
2020-03-01,516,canceled,,0,3,,2
2020-04-01,516,canceled,,0,4,,1
2020-05-01,516,canceled,,0,5,,6
2020-06-01,516,canceled,,0,6,,8
2020-07-01,516,canceled,,0,7,,5
2020-08-01,516,canceled,,0,8,,1
2020-09-01,516,canceled,,0,9,,1
2020-10-01,516,canceled,,0,10,,1
2020-11-01,516,canceled,,0,11,,1
2020-12-01,516,active,0,1,11,1,0
2021-01-01,516,active,1,2,11,2,1
2021-02-01,516,active,2,3,11,3,1
2021-03-01,516,active,3,4,11,4,4
2021-04-01,516,active,4,5,11,5,2
2021-05-01,516,active,5,6,11,6,8
2021-06-01,516,active,6,7,11,7,5
2021-07-01,516,active,7,8,11,8,0
2021-08-01,516,active,8,9,11,9,0
2020-01-01,517,canceled,,0,1,,41
2020-02-01,517,canceled,,0,2,,25
2020-03-01,517,canceled,,0,3,,7
2020-04-01,517,canceled,,0,4,,1
2020-05-01,517,canceled,,0,5,,7
2020-06-01,517,active,0,1,5,1,5
2020-07-01,517,canceled,1,1,6,1,0
2020-08-01,517,canceled,2,1,7,2,2
2020-09-01,517,canceled,3,1,8,3,0
2020-10-01,517,canceled,4,1,9,4,0
2020-11-01,517,canceled,5,1,10,5,2
2020-12-01,517,canceled,6,1,11,6,1
2021-01-01,517,canceled,7,1,12,7,1
2021-02-01,517,active,8,2,12,1,0
2021-03-01,517,active,9,3,12,2,3
2021-04-01,517,active,10,4,12,3,1
2021-05-01,517,active,11,5,12,4,2
2021-06-01,517,active,12,6,12,5,2
2021-07-01,517,active,13,7,12,6,0
